Code,Name,EstablishmentDate,Address,Telephone,date
6380,光和,0780922,彰化縣北斗鎮光復路166號3、4樓,(04)8886500,2026-05-17
6450,永全,0780930,桃園市桃園區縣府路82號2至7樓,(03)3352155,2026-05-17
6460,大昌,0780930,新北市板橋區東門街30之2號2樓之1至85及9樓之1、2,(02)29689685,2026-05-17
6480,福邦,0781007,台北市中正區忠孝西路一段6號5樓部分,(02)23836888,2026-05-17
6620,口袋,0781017,新北市板橋區三民路一段216號9樓,(02)29526620,2026-05-17
6910,德信,0781114,台北市新生南路一段五十號三樓(部分),(02)23939988,2026-05-17
6950,福勝,0781117,新北市淡水區中正路六十三號三、四、五樓,(02)26251818,2026-05-17
7000,兆豐,0781116,台北市忠孝東路2段95號3樓、4樓、6樓、7樓、8樓及11至13樓,(02)23278988,2026-05-17
7030,致和,0781127,台南市西門路3段10號地下1樓、1、2、3、4、5、6、7樓,(06)2219777,2026-05-17
7080,石橋,0781130,桃園市平鎮區環南路二段16號,(03)4927373,2026-05-17
7750,北城,0790331,新北市永和區永和路2段116號3樓部分,(02)29283456,2026-05-17
7790,國票,0790410,台北市重慶北路3段199號地下1樓及6樓部分、台北市中山區樂群三路126號3樓部分,(02)85021999,2026-05-17
8380,安泰,0791022,"高雄市鳳山區五福二路36號1,2樓",(07)8122789,2026-05-17
8440,摩根大通,0791124,台北市信義路5段106號3樓部分,(02)87862288,2026-05-17
8450,康和,0791204,台北市信義區基隆路1段176號地下1樓部分、2樓,(02)87871888,2026-05-17
8490,京城,0791215,臺北市松山區南京東路三段289號3樓,(02)25631168,2026-05-17
8520,中農,0800727,台中市梧棲區四維中路157巷1號2樓,(04)26572801,2026-05-17
8560,新光,0830105,台北市重慶南路1段66之1號5樓,(02)23118181,2026-05-17
8580,聯邦,1150504,台北市中山區南京東路2段137號2樓,(02)25040066,2026-05-17
8710,陽信,0870609,台北市民生東路5段165號地下之2,(02)27629288,2026-05-17
8840,玉山,0891120,臺北市松山區民生東路3段156號2樓、156號2樓之1,(02)55561313,2026-05-17
8880,國泰,0930813,臺北市敦化南路2段218號3樓部分、4樓部分及7樓部分,(02)23269888,2026-05-17
8890,大和國泰,0880426,台北市基隆路1段200號13樓之1、14樓、14樓之1,(02)27239698,2026-05-17
8900,法銀巴黎,0940315,臺北市信義路5段7號72樓(部分),(02)87297000,2026-05-17
8960,香港上海匯豐,0951003,臺北市信義區信義路五段7號54樓部分,(02)66312899,2026-05-17
9100,群益金鼎,0770621,台北市松山區民生東路3段156號14樓之1~之3、15樓之5,(02)87898888,2026-05-17
9200,凱基,0981221,台北市明水路698號3樓,(02)21818888,2026-05-17
9300,華南永昌,0770823,台北市民生東路4段54號4樓之8、5樓之3至5樓之7,(02)25456888,2026-05-17
9600,富邦,0770916,台北市仁愛路4段169號3樓(部分)、4樓(部分),(02)87716888,2026-05-17
9800,元大,0960926,臺北市中山區南京東路3段219號2樓部分、10樓部分、11樓及臺北市中山區南京東路2段77號7樓,(02)27177777,2026-05-17
9A00,永豐金,0771108,台北市重慶南路1段2號7樓、18樓、19樓部分及20樓與台北市博愛路57號1樓,(02)23114345,2026-05-17
9B00,台新,0790604,台北市中山北路二段44號2樓部分、8樓部分,(02)21815888,2026-05-17
1020,合庫,1001202,台北市大安區忠孝東路四段285號1樓(部分),(02)27528000,2026-05-17
1030,土銀,0510209,台北市延平南路八十一號,(02)23483948,2026-05-17
1040,臺銀證券,0970102,台北市重慶南路1段58號4樓、5樓部分,(02)23882188,2026-05-17
1110,台灣企銀,0650701,台北市塔城街30號4樓,(02)25597171,2026-05-17
1230,彰銀,0630413,台北市衡陽路68號3樓,(02)23619654,2026-05-17
1260,宏遠,0510209,台北市信義路4段236號4樓部分、5樓部分、7樓部分及台北市信義路五段7號46樓之1部分,(02)27008899,2026-05-17
1360,港商麥格理,0850325,台北市復興南路1段2號5樓及5樓之1,(02)27347500,2026-05-17
1440,美林,0970901,台北市信義路五段7號48樓部分及48樓之1部分,(02)23763766,2026-05-17
1470,台灣摩根士丹利,0951002,臺北市信義區信義路5段7號83樓,(02)27302888,2026-05-17
1480,美商高盛,0890717,台北市敦化南路2段207號11樓,(02)27304000,2026-05-17
1560,港商野村,0940401,台北市松智路1號17樓部分,(02)21769999,2026-05-17
1590,花旗環球,0960806,台北市信義區松智路１號14樓(部分)、15樓(部分),87269000,2026-05-17
1650,新加坡商瑞銀,0950403,台北市松仁路7號5樓部分,(02)87227200,2026-05-17
2180,亞東,0680621,台北市中正區重慶南路一段86號2樓,(02)77531899,2026-05-17
2200,元大期貨,0990702,台北市中山區南京東路2段77號4樓,(02)27176000,2026-05-17
2210,群益期貨,1040901,台北市大安區敦化南路2段97號32樓及地下1樓,(02)27002888,2026-05-17
2300,國票期貨,1150206,台北市松山區南京東路五段188號15樓部分、15樓之1部分,(02)27683998,2026-05-17
5050,大展,0770811,台北市承德路1段17號17樓、17樓之1、之2、之3,(02)25551234,2026-05-17
5110,富隆,0770829,台北市南京東路3段287號3樓部份,(02)27182788,2026-05-17
5260,美好,0770906,台北市民生東路2段174、176號3樓部份、4樓、174號12樓,(02)25084888,2026-05-17
5320,高橋,0770923,桃園市中壢區中和路92.94.96.98號,(03)4224243,2026-05-17
5380,第一金,0771006,台北市中山區長安東路一段22號4樓部分及5樓部分,(02)25636262,2026-05-17
5460,寶盛,0771102,台中市北屯區北興街43號1樓、2樓,(04)22309377,2026-05-17
5600,永興,0771201,台北市南海路20號2樓部分、3樓部分,(02)23218200,2026-05-17
5660,日進,0771213,苗栗縣苗栗市中正路426號4F,(037)332266,2026-05-17
5850,統一,0780403,台北市東興路8號1樓、2樓部分、3樓部分、4樓部分、5樓、6樓部分、7樓部分,(02)27478266,2026-05-17
5860,盈溢,0780403,高雄市新興區七賢二路38號,(07)2888516,2026-05-17
5960,日茂,0780703,南投縣草屯鎮草溪路1020號2、3樓,(049)2353266,2026-05-17
6010,犇亞證券,0780725,台北市復興北路99號3樓、4樓、4樓之1,(02)27180101,2026-05-17
6110,台中銀,1020502,台中市民族路45號1、2樓,(04)22268588,2026-05-17
6160,中國信託,0780819,臺北市南港區經貿二路168號3樓及臺北市南港區經貿二路188號14樓(部分),(02)66392000,2026-05-17
6210,新百王,0780821,高雄市前金區中華三路11號5樓及地下一樓,(07)2118888,2026-05-17
6380,光和,0780922,彰化縣北斗鎮光復路166號3、4樓,(04)8886500,2026-05-17
6450,永全,0780930,桃園市桃園區縣府路82號2至7樓,(03)3352155,2026-05-17
6460,大昌,0780930,新北市板橋區東門街30之2號2樓之1至85及9樓之1、2,(02)29689685,2026-05-17
6480,福邦,0781007,台北市中正區忠孝西路一段6號5樓部分,(02)23836888,2026-05-17
6620,口袋,0781017,新北市板橋區三民路一段216號9樓,(02)29526620,2026-05-17
6910,德信,0781114,台北市新生南路一段五十號三樓(部分),(02)23939988,2026-05-17
6950,福勝,0781117,新北市淡水區中正路六十三號三、四、五樓,(02)26251818,2026-05-17
7000,兆豐,0781116,台北市忠孝東路2段95號3樓、4樓、6樓、7樓、8樓及11至13樓,(02)23278988,2026-05-17
7030,致和,0781127,台南市西門路3段10號地下1樓、1、2、3、4、5、6、7樓,(06)2219777,2026-05-17
7080,石橋,0781130,桃園市平鎮區環南路二段16號,(03)4927373,2026-05-17
7750,北城,0790331,新北市永和區永和路2段116號3樓部分,(02)29283456,2026-05-17
7790,國票,0790410,台北市重慶北路3段199號地下1樓及6樓部分、台北市中山區樂群三路126號3樓部分,(02)85021999,2026-05-17
8380,安泰,0791022,"高雄市鳳山區五福二路36號1,2樓",(07)8122789,2026-05-17
8440,摩根大通,0791124,台北市信義路5段106號3樓部分,(02)87862288,2026-05-17
8450,康和,0791204,台北市信義區基隆路1段176號地下1樓部分、2樓,(02)87871888,2026-05-17
8490,京城,0791215,臺北市松山區南京東路三段289號3樓,(02)25631168,2026-05-17
8520,中農,0800727,台中市梧棲區四維中路157巷1號2樓,(04)26572801,2026-05-17
8560,新光,0830105,台北市重慶南路1段66之1號5樓,(02)23118181,2026-05-17
8580,聯邦,1150504,台北市中山區南京東路2段137號2樓,(02)25040066,2026-05-17
8710,陽信,0870609,台北市民生東路5段165號地下之2,(02)27629288,2026-05-17
8840,玉山,0891120,臺北市松山區民生東路3段156號2樓、156號2樓之1,(02)55561313,2026-05-17
8880,國泰,0930813,臺北市敦化南路2段218號3樓部分、4樓部分及7樓部分,(02)23269888,2026-05-17
8890,大和國泰,0880426,台北市基隆路1段200號13樓之1、14樓、14樓之1,(02)27239698,2026-05-17
8900,法銀巴黎,0940315,臺北市信義路5段7號72樓(部分),(02)87297000,2026-05-17
8960,香港上海匯豐,0951003,臺北市信義區信義路五段7號54樓部分,(02)66312899,2026-05-17
9100,群益金鼎,0770621,台北市松山區民生東路3段156號14樓之1~之3、15樓之5,(02)87898888,2026-05-17
9200,凱基,0981221,台北市明水路698號3樓,(02)21818888,2026-05-17
9300,華南永昌,0770823,台北市民生東路4段54號4樓之8、5樓之3至5樓之7,(02)25456888,2026-05-17
9600,富邦,0770916,台北市仁愛路4段169號3樓(部分)、4樓(部分),(02)87716888,2026-05-17
9800,元大,0960926,臺北市中山區南京東路3段219號2樓部分、10樓部分、11樓及臺北市中山區南京東路2段77號7樓,(02)27177777,2026-05-17
9A00,永豐金,0771108,台北市重慶南路1段2號7樓、18樓、19樓部分及20樓與台北市博愛路57號1樓,(02)23114345,2026-05-17
9B00,台新,0790604,台北市中山北路二段44號2樓部分、8樓部分,(02)21815888,2026-05-17
1020,合庫,1001202,台北市大安區忠孝東路四段285號1樓(部分),(02)27528000,2026-05-18
1030,土銀,0510209,台北市延平南路八十一號,(02)23483948,2026-05-18
1040,臺銀證券,0970102,台北市重慶南路1段58號4樓、5樓部分,(02)23882188,2026-05-18
1110,台灣企銀,0650701,台北市塔城街30號4樓,(02)25597171,2026-05-18
1230,彰銀,0630413,台北市衡陽路68號3樓,(02)23619654,2026-05-18
1260,宏遠,0510209,台北市信義路4段236號4樓部分、5樓部分、7樓部分及台北市信義路五段7號46樓之1部分,(02)27008899,2026-05-18
1360,港商麥格理,0850325,台北市復興南路1段2號5樓及5樓之1,(02)27347500,2026-05-18
1440,美林,0970901,台北市信義路五段7號48樓部分及48樓之1部分,(02)23763766,2026-05-18
1470,台灣摩根士丹利,0951002,臺北市信義區信義路5段7號83樓,(02)27302888,2026-05-18
1480,美商高盛,0890717,台北市敦化南路2段207號11樓,(02)27304000,2026-05-18
1560,港商野村,0940401,台北市松智路1號17樓部分,(02)21769999,2026-05-18
1590,花旗環球,0960806,台北市信義區松智路１號14樓(部分)、15樓(部分),87269000,2026-05-18
1650,新加坡商瑞銀,0950403,台北市松仁路7號5樓部分,(02)87227200,2026-05-18
2180,亞東,0680621,台北市中正區重慶南路一段86號2樓,(02)77531899,2026-05-18
2200,元大期貨,0990702,台北市中山區南京東路2段77號4樓,(02)27176000,2026-05-18
2210,群益期貨,1040901,台北市大安區敦化南路2段97號32樓及地下1樓,(02)27002888,2026-05-18
2300,國票期貨,1150206,台北市松山區南京東路五段188號15樓部分、15樓之1部分,(02)27683998,2026-05-18
5050,大展,0770811,台北市承德路1段17號17樓、17樓之1、之2、之3,(02)25551234,2026-05-18
5110,富隆,0770829,台北市南京東路3段287號3樓部份,(02)27182788,2026-05-18
5260,美好,0770906,台北市民生東路2段174、176號3樓部份、4樓、174號12樓,(02)25084888,2026-05-18
5320,高橋,0770923,桃園市中壢區中和路92.94.96.98號,(03)4224243,2026-05-18
5380,第一金,0771006,台北市中山區長安東路一段22號4樓部分及5樓部分,(02)25636262,2026-05-18
5460,寶盛,0771102,台中市北屯區北興街43號1樓、2樓,(04)22309377,2026-05-18
5600,永興,0771201,台北市南海路20號2樓部分、3樓部分,(02)23218200,2026-05-18
5660,日進,0771213,苗栗縣苗栗市中正路426號4F,(037)332266,2026-05-18
5850,統一,0780403,台北市東興路8號1樓、2樓部分、3樓部分、4樓部分、5樓、6樓部分、7樓部分,(02)27478266,2026-05-18
5860,盈溢,0780403,高雄市新興區七賢二路38號,(07)2888516,2026-05-18
5960,日茂,0780703,南投縣草屯鎮草溪路1020號2、3樓,(049)2353266,2026-05-18
6010,犇亞證券,0780725,台北市復興北路99號3樓、4樓、4樓之1,(02)27180101,2026-05-18
6110,台中銀,1020502,台中市民族路45號1、2樓,(04)22268588,2026-05-18
6160,中國信託,0780819,臺北市南港區經貿二路168號3樓及臺北市南港區經貿二路188號14樓(部分),(02)66392000,2026-05-18
6210,新百王,0780821,高雄市前金區中華三路11號5樓及地下一樓,(07)2118888,2026-05-18
6380,光和,0780922,彰化縣北斗鎮光復路166號3、4樓,(04)8886500,2026-05-18
6450,永全,0780930,桃園市桃園區縣府路82號2至7樓,(03)3352155,2026-05-18
6460,大昌,0780930,新北市板橋區東門街30之2號2樓之1至85及9樓之1、2,(02)29689685,2026-05-18
6480,福邦,0781007,台北市中正區忠孝西路一段6號5樓部分,(02)23836888,2026-05-18
6620,口袋,0781017,新北市板橋區三民路一段216號9樓,(02)29526620,2026-05-18
6910,德信,0781114,台北市新生南路一段五十號三樓(部分),(02)23939988,2026-05-18
6950,福勝,0781117,新北市淡水區中正路六十三號三、四、五樓,(02)26251818,2026-05-18
7000,兆豐,0781116,台北市忠孝東路2段95號3樓、4樓、6樓、7樓、8樓及11至13樓,(02)23278988,2026-05-18
7030,致和,0781127,台南市西門路3段10號地下1樓、1、2、3、4、5、6、7樓,(06)2219777,2026-05-18
7080,石橋,0781130,桃園市平鎮區環南路二段16號,(03)4927373,2026-05-18
7750,北城,0790331,新北市永和區永和路2段116號3樓部分,(02)29283456,2026-05-18
7790,國票,0790410,台北市重慶北路3段199號地下1樓及6樓部分、台北市中山區樂群三路126號3樓部分,(02)85021999,2026-05-18
8380,安泰,0791022,"高雄市鳳山區五福二路36號1,2樓",(07)8122789,2026-05-18
8440,摩根大通,0791124,台北市信義路5段106號3樓部分,(02)87862288,2026-05-18
8450,康和,0791204,台北市信義區基隆路1段176號地下1樓部分、2樓,(02)87871888,2026-05-18
8490,京城,0791215,臺北市松山區南京東路三段289號3樓,(02)25631168,2026-05-18
8520,中農,0800727,台中市梧棲區四維中路157巷1號2樓,(04)26572801,2026-05-18
8560,新光,0830105,台北市重慶南路1段66之1號5樓,(02)23118181,2026-05-18
8580,聯邦,1150504,台北市中山區南京東路2段137號2樓,(02)25040066,2026-05-18
8710,陽信,0870609,台北市民生東路5段165號地下之2,(02)27629288,2026-05-18
8840,玉山,0891120,臺北市松山區民生東路3段156號2樓、156號2樓之1,(02)55561313,2026-05-18
8880,國泰,0930813,臺北市敦化南路2段218號3樓部分、4樓部分及7樓部分,(02)23269888,2026-05-18
8890,大和國泰,0880426,台北市基隆路1段200號13樓之1、14樓、14樓之1,(02)27239698,2026-05-18
8900,法銀巴黎,0940315,臺北市信義路5段7號72樓(部分),(02)87297000,2026-05-18
8960,香港上海匯豐,0951003,臺北市信義區信義路五段7號54樓部分,(02)66312899,2026-05-18
9100,群益金鼎,0770621,台北市松山區民生東路3段156號14樓之1~之3、15樓之5,(02)87898888,2026-05-18
9200,凱基,0981221,台北市明水路698號3樓,(02)21818888,2026-05-18
9300,華南永昌,0770823,台北市民生東路4段54號4樓之8、5樓之3至5樓之7,(02)25456888,2026-05-18
9600,富邦,0770916,台北市仁愛路4段169號3樓(部分)、4樓(部分),(02)87716888,2026-05-18
9800,元大,0960926,臺北市中山區南京東路3段219號2樓部分、10樓部分、11樓及臺北市中山區南京東路2段77號7樓,(02)27177777,2026-05-18
9A00,永豐金,0771108,台北市重慶南路1段2號7樓、18樓、19樓部分及20樓與台北市博愛路57號1樓,(02)23114345,2026-05-18
9B00,台新,0790604,台北市中山北路二段44號2樓部分、8樓部分,(02)21815888,2026-05-18
